cbg_norm,sampling_bias,abs_sampling_bias,representation_ratio_final,abs_bias_rank_pct
360050044002,-0.0011783962717213,0.0011783962717213,0.8367996187585625,0.17993456924754633
360050119003,0.0021718138241315,0.0021718138241315,1.535796031459526,0.31697564521992005
360050118003,-0.0027536847947924,0.0027536847947924,0.8400715625269244,0.396037804434751
360050027021,-0.0010330679772136,0.0010330679772136,0.9189825678078698,0.15576154125772446
360050027023,-0.0015257353371206,0.0015257353371206,0.9177661597513568,0.232642675390767
360050131002,-0.0039448244394787,0.0039448244394787,0.8519691771232107,0.5356234096692112
360050218001,-0.0089554516823064,0.0089554516823064,0.4900357814733398,0.8840421664849146
360050393006,-0.002380427726824,0.002380427726824,0.8354322991200681,0.3420574336604871
360050394003,-0.0078203456924902,0.0078203456924902,0.4772870437885438,0.8362413667757179
360050394004,-0.0022013122889161,0.0022013122889161,0.7774501942935531,0.3222464558342421
360050395004,0.0036043338316432,0.0036043338316432,1.3434654539903796,0.5007270083605961
360050399013,-0.0053931421235384,0.0053931421235384,0.6553130036492486,0.6673936750272628
360050399014,-0.0018788744159281,0.0018788744159281,0.8796444963551745,0.28153398764085785
